Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.08,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.08,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.08,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.06,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.06,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.06,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2017,2017,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2018,2018,LSU/ha,0.06,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2019,2019,LSU/ha,0.06,E,Estimated value
EK,Livestock Patterns,100,Bulgaria,7213,Livestock units per agricultural land area,2111,Cattle,2020,2020,LSU/ha,0.07,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2000,2000,LSU/ha,0.22,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2001,2001,LSU/ha,0.22,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.21,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.22,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.21,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.21,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.2,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.2,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.2,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.18,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2017,2017,LSU/ha,0.18,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2018,2018,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2019,2019,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,191,Croatia,7213,Livestock units per agricultural land area,2111,Cattle,2020,2020,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2000,2000,LSU/ha,0.27,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2001,2001,LSU/ha,0.27,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.29,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.27,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.27,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.25,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.27,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.34,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.3,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.33,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.34,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.34,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.37,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.39,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.32,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.4,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2017,2017,LSU/ha,0.39,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2018,2018,LSU/ha,0.38,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2019,2019,LSU/ha,0.41,E,Estimated value
EK,Livestock Patterns,196,Cyprus,7213,Livestock units per agricultural land area,2111,Cattle,2020,2020,LSU/ha,0.4,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2000,2000,LSU/ha,0.22,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2001,2001,LSU/ha,0.22,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.25,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2017,2017,LSU/ha,0.24,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2018,2018,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2019,2019,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,203,Czechia,7213,Livestock units per agricultural land area,2111,Cattle,2020,2020,LSU/ha,0.23,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2000,2000,LSU/ha,0.64,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2001,2001,LSU/ha,0.64,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.61,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.58,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.56,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.52,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.51,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.53,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.53,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.53,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.54,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.52,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.55,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.55,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.53,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.53,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.54,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2017,2017,LSU/ha,0.53,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2018,2018,LSU/ha,0.52,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2019,2019,LSU/ha,0.51,E,Estimated value
EK,Livestock Patterns,208,Denmark,7213,Livestock units per agricultural land area,2111,Cattle,2020,2020,LSU/ha,0.52,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2000,2000,LSU/ha,0.16,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2001,2001,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.22,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.18,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.2,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.17,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.16,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.16,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.16,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.16,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2017,2017,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2018,2018,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2019,2019,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,233,Estonia,7213,Livestock units per agricultural land area,2111,Cattle,2020,2020,LSU/ha,0.15,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2000,2000,LSU/ha,0.43,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2001,2001,LSU/ha,0.42,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2002,2002,LSU/ha,0.41,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2003,2003,LSU/ha,0.4,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2004,2004,LSU/ha,0.39,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2005,2005,LSU/ha,0.38,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2006,2006,LSU/ha,0.37,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2007,2007,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2008,2008,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2009,2009,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2010,2010,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2011,2011,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2012,2012,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2013,2013,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2014,2014,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2015,2015,LSU/ha,0.36,E,Estimated value
EK,Livestock Patterns,246,Finland,7213,Livestock units per agricultural land area,2111,Cattle,2016,2016,LSU/ha,0.36,E,Estimated value
