Variable:,pr
,Malta,Attard,Balzan,Birgu,Birkirkara,Birzebbugia,Bormla,Dingli,Fgura,Floriana,Fontana,Ghajnsielem,Gharb,Gharghur,Ghasri,Ghaxaq,Gudja,Gzira,Hamrun,Iklin,Isla,Kalkara,Kercem,Kirkop,Lija,Luqa,Marsa,Marsascala,Marsaxlokk,Mdina,Mellieha,Mgarr,Mosta,Mqabba,Msida,Munxar,Nadur,Naxxar,Paola,Pembroke,Pieta,Qala,Qormi,Qrendi,"Rabat (malta)","Rabat (victoria)",Safi,"San Giljan","San Gwann","San Lawrenz","San Pawl Ii-bahar",Sannat,"Santa Lucija","Santa Venera",Siggiewi,Sliema,Swieqi,"Ta' Xbiex",Tarxien,Valletta,Xaghra,Xewkija,Xghajra,Zabbar,"Zebbug (gozo)","Zebbug (malta)",Zejtun,Zurrieq
1911,635.59,652.90,652.90,652.90,652.90,576.80,652.90,652.90,652.90,652.90,652.90,588.90,588.90,652.90,588.90,576.80,652.90,652.90,650.53,652.90,652.90,652.90,588.90,652.90,652.90,636.23,641.13,576.80,576.80,652.90,652.90,652.90,652.90,652.90,652.90,588.90,588.90,652.90,652.90,652.90,652.90,588.90,652.90,652.90,652.90,588.90,636.54,652.90,652.90,588.90,652.90,588.90,652.90,652.90,652.90,652.90,652.90,652.90,652.90,652.90,588.90,588.90,652.90,576.80,588.90,652.90,576.80,634.71
1912,540.26,563.10,563.10,563.10,563.10,462.70,563.10,563.10,563.10,563.10,563.10,489.10,489.10,563.10,489.10,462.70,563.10,563.10,559.98,563.10,563.10,563.10,489.10,563.10,563.10,541.10,547.57,462.70,462.70,563.10,563.10,563.10,563.10,563.10,563.10,489.10,489.10,563.10,563.10,563.10,563.10,489.10,563.10,563.10,563.10,489.10,541.52,563.10,563.10,489.10,563.10,489.10,563.10,563.10,563.10,563.10,563.10,563.10,563.10,563.10,489.10,489.10,563.10,462.70,489.10,563.10,462.70,539.10
1913,412.13,427.30,427.30,427.30,427.30,360.60,427.30,427.30,427.30,427.30,427.30,338.40,338.40,427.30,338.40,360.60,427.30,427.30,425.23,427.30,427.30,427.30,338.40,427.30,427.30,412.69,416.99,360.60,360.60,427.30,427.30,427.30,427.30,427.30,427.30,338.40,338.40,427.30,427.30,427.30,427.30,338.40,427.30,427.30,427.30,338.40,412.96,427.30,427.30,338.40,427.30,338.40,427.30,427.30,427.30,427.30,427.30,427.30,427.30,427.30,338.40,338.40,427.30,360.60,338.40,427.30,360.60,411.35
1914,421.03,435.00,435.00,435.00,435.00,373.60,435.00,435.00,435.00,435.00,435.00,405.60,405.60,435.00,405.60,373.60,435.00,435.00,433.09,435.00,435.00,435.00,405.60,435.00,435.00,421.55,425.51,373.60,373.60,435.00,435.00,435.00,435.00,435.00,435.00,405.60,405.60,435.00,435.00,435.00,435.00,405.60,435.00,435.00,435.00,405.60,421.80,435.00,435.00,405.60,435.00,405.60,435.00,435.00,435.00,435.00,435.00,435.00,435.00,435.00,405.60,405.60,435.00,373.60,405.60,435.00,373.60,420.32
1915,445.12,465.00,465.00,465.00,465.00,377.60,465.00,465.00,465.00,465.00,465.00,469.50,469.50,465.00,469.50,377.60,465.00,465.00,462.28,465.00,465.00,465.00,469.50,465.00,465.00,445.85,451.49,377.60,377.60,465.00,465.00,465.00,465.00,465.00,465.00,469.50,469.50,465.00,465.00,465.00,465.00,469.50,465.00,465.00,465.00,469.50,446.21,465.00,465.00,469.50,465.00,469.50,465.00,465.00,465.00,465.00,465.00,465.00,465.00,465.00,469.50,469.50,465.00,377.60,469.50,465.00,377.60,444.11
1916,444.37,453.60,453.60,453.60,453.60,413.00,453.60,453.60,453.60,453.60,453.60,435.80,435.80,453.60,435.80,413.00,453.60,453.60,452.34,453.60,453.60,453.60,435.80,453.60,453.60,444.70,447.32,413.00,413.00,453.60,453.60,453.60,453.60,453.60,453.60,435.80,435.80,453.60,453.60,453.60,453.60,435.80,453.60,453.60,453.60,435.80,444.87,453.60,453.60,435.80,453.60,435.80,453.60,453.60,453.60,453.60,453.60,453.60,453.60,453.60,435.80,435.80,453.60,413.00,435.80,453.60,413.00,443.89
1917,456.37,466.40,466.40,466.40,466.40,422.30,466.40,466.40,466.40,466.40,466.40,442.00,442.00,466.40,442.00,422.30,466.40,466.40,465.03,466.40,466.40,466.40,442.00,466.40,466.40,456.74,459.58,422.30,422.30,466.40,466.40,466.40,466.40,466.40,466.40,442.00,442.00,466.40,466.40,466.40,466.40,442.00,466.40,466.40,466.40,442.00,456.92,466.40,466.40,442.00,466.40,442.00,466.40,466.40,466.40,466.40,466.40,466.40,466.40,466.40,442.00,442.00,466.40,422.30,442.00,466.40,422.30,455.86
1918,469.02,482.30,482.30,482.30,482.30,423.90,482.30,482.30,482.30,482.30,482.30,418.00,418.00,482.30,418.00,423.90,482.30,482.30,480.48,482.30,482.30,482.30,418.00,482.30,482.30,469.50,473.27,423.90,423.90,482.30,482.30,482.30,482.30,482.30,482.30,418.00,418.00,482.30,482.30,482.30,482.30,418.00,482.30,482.30,482.30,418.00,469.75,482.30,482.30,418.00,482.30,418.00,482.30,482.30,482.30,482.30,482.30,482.30,482.30,482.30,418.00,418.00,482.30,423.90,418.00,482.30,423.90,468.34
1919,437.60,451.70,451.70,451.70,451.70,389.70,451.70,451.70,451.70,451.70,451.70,373.00,373.00,451.70,373.00,389.70,451.70,451.70,449.77,451.70,451.70,451.70,373.00,451.70,451.70,438.12,442.11,389.70,389.70,451.70,451.70,451.70,451.70,451.70,451.70,373.00,373.00,451.70,451.70,451.70,451.70,373.00,451.70,451.70,451.70,373.00,438.37,451.70,451.70,373.00,451.70,373.00,451.70,451.70,451.70,451.70,451.70,451.70,451.70,451.70,373.00,373.00,451.70,389.70,373.00,451.70,389.70,436.88
1920,523.54,536.00,536.00,536.00,536.00,481.20,536.00,536.00,536.00,536.00,536.00,462.70,462.70,536.00,462.70,481.20,536.00,536.00,534.30,536.00,536.00,536.00,462.70,536.00,536.00,523.99,527.53,481.20,481.20,536.00,536.00,536.00,536.00,536.00,536.00,462.70,462.70,536.00,536.00,536.00,536.00,462.70,536.00,536.00,536.00,462.70,524.22,536.00,536.00,462.70,536.00,462.70,536.00,536.00,536.00,536.00,536.00,536.00,536.00,536.00,462.70,462.70,536.00,481.20,462.70,536.00,481.20,522.90
1921,567.78,579.90,579.90,579.90,579.90,526.60,579.90,579.90,579.90,579.90,579.90,463.10,463.10,579.90,463.10,526.60,579.90,579.90,578.24,579.90,579.90,579.90,463.10,579.90,579.90,568.22,571.66,526.60,526.60,579.90,579.90,579.90,579.90,579.90,579.90,463.10,463.10,579.90,579.90,579.90,579.90,463.10,579.90,579.90,579.90,463.10,568.44,579.90,579.90,463.10,579.90,463.10,579.90,579.90,579.90,579.90,579.90,579.90,579.90,579.90,463.10,463.10,579.90,526.60,463.10,579.90,526.60,567.16
1922,318.38,330.30,330.30,330.30,330.30,277.90,330.30,330.30,330.30,330.30,330.30,268.70,268.70,330.30,268.70,277.90,330.30,330.30,328.67,330.30,330.30,330.30,268.70,330.30,330.30,318.82,322.20,277.90,277.90,330.30,330.30,330.30,330.30,330.30,330.30,268.70,268.70,330.30,330.30,330.30,330.30,268.70,330.30,330.30,330.30,268.70,319.04,330.30,330.30,268.70,330.30,268.70,330.30,330.30,330.30,330.30,330.30,330.30,330.30,330.30,268.70,268.70,330.30,277.90,268.70,330.30,277.90,317.77
1923,396.39,411.40,411.40,411.40,411.40,345.40,411.40,411.40,411.40,411.40,411.40,360.70,360.70,411.40,360.70,345.40,411.40,411.40,409.35,411.40,411.40,411.40,360.70,411.40,411.40,396.94,401.19,345.40,345.40,411.40,411.40,411.40,411.40,411.40,411.40,360.70,360.70,411.40,411.40,411.40,411.40,360.70,411.40,411.40,411.40,360.70,397.21,411.40,411.40,360.70,411.40,360.70,411.40,411.40,411.40,411.40,411.40,411.40,411.40,411.40,360.70,360.70,411.40,345.40,360.70,411.40,345.40,395.62
1924,499.28,515.20,515.20,515.20,515.20,445.20,515.20,515.20,515.20,515.20,515.20,484.80,484.80,515.20,484.80,445.20,515.20,515.20,513.02,515.20,515.20,515.20,484.80,515.20,515.20,499.86,504.38,445.20,445.20,515.20,515.20,515.20,515.20,515.20,515.20,484.80,484.80,515.20,515.20,515.20,515.20,484.80,515.20,515.20,515.20,484.80,500.15,515.20,515.20,484.80,515.20,484.80,515.20,515.20,515.20,515.20,515.20,515.20,515.20,515.20,484.80,484.80,515.20,445.20,484.80,515.20,445.20,498.47
1925,504.84,518.90,518.90,518.90,518.90,457.10,518.90,518.90,518.90,518.90,518.90,411.90,411.90,518.90,411.90,457.10,518.90,518.90,516.98,518.90,518.90,518.90,411.90,518.90,518.90,505.36,509.34,457.10,457.10,518.90,518.90,518.90,518.90,518.90,518.90,411.90,411.90,518.90,518.90,518.90,518.90,411.90,518.90,518.90,518.90,411.90,505.62,518.90,518.90,411.90,518.90,411.90,518.90,518.90,518.90,518.90,518.90,518.90,518.90,518.90,411.90,411.90,518.90,457.10,411.90,518.90,457.10,504.13
1926,337.44,350.50,350.50,350.50,350.50,293.10,350.50,350.50,350.50,350.50,350.50,304.40,304.40,350.50,304.40,293.10,350.50,350.50,348.72,350.50,350.50,350.50,304.40,350.50,350.50,337.92,341.62,293.10,293.10,350.50,350.50,350.50,350.50,350.50,350.50,304.40,304.40,350.50,350.50,350.50,350.50,304.40,350.50,350.50,350.50,304.40,338.16,350.50,350.50,304.40,350.50,304.40,350.50,350.50,350.50,350.50,350.50,350.50,350.50,350.50,304.40,304.40,350.50,293.10,304.40,350.50,293.10,336.78
1927,408.03,420.20,420.20,420.20,420.20,366.70,420.20,420.20,420.20,420.20,420.20,422.50,422.50,420.20,422.50,366.70,420.20,420.20,418.54,420.20,420.20,420.20,422.50,420.20,420.20,408.48,411.93,366.70,366.70,420.20,420.20,420.20,420.20,420.20,420.20,422.50,422.50,420.20,420.20,420.20,420.20,422.50,420.20,420.20,420.20,422.50,408.70,420.20,420.20,422.50,420.20,422.50,420.20,420.20,420.20,420.20,420.20,420.20,420.20,420.20,422.50,422.50,420.20,366.70,422.50,420.20,366.70,407.41
1928,686.78,708.80,708.80,708.80,708.80,612.00,708.80,708.80,708.80,708.80,708.80,678.70,678.70,708.80,678.70,612.00,708.80,708.80,705.79,708.80,708.80,708.80,678.70,708.80,708.80,687.59,693.83,612.00,612.00,708.80,708.80,708.80,708.80,708.80,708.80,678.70,678.70,708.80,708.80,708.80,708.80,678.70,708.80,708.80,708.80,678.70,687.99,708.80,708.80,678.70,708.80,678.70,708.80,708.80,708.80,708.80,708.80,708.80,708.80,708.80,678.70,678.70,708.80,612.00,678.70,708.80,612.00,685.66
1929,481.96,498.20,498.20,498.20,498.20,426.80,498.20,498.20,498.20,498.20,498.20,423.00,423.00,498.20,423.00,426.80,498.20,498.20,495.98,498.20,498.20,498.20,423.00,498.20,498.20,482.56,487.16,426.80,426.80,498.20,498.20,498.20,498.20,498.20,498.20,423.00,423.00,498.20,498.20,498.20,498.20,423.00,498.20,498.20,498.20,423.00,482.85,498.20,498.20,423.00,498.20,423.00,498.20,498.20,498.20,498.20,498.20,498.20,498.20,498.20,423.00,423.00,498.20,426.80,423.00,498.20,426.80,481.13
1930,490.93,507.60,507.60,507.60,507.60,434.30,507.60,507.60,507.60,507.60,507.60,469.20,469.20,507.60,469.20,434.30,507.60,507.60,505.32,507.60,507.60,507.60,469.20,507.60,507.60,491.54,496.27,434.30,434.30,507.60,507.60,507.60,507.60,507.60,507.60,469.20,469.20,507.60,507.60,507.60,507.60,469.20,507.60,507.60,507.60,469.20,491.84,507.60,507.60,469.20,507.60,469.20,507.60,507.60,507.60,507.60,507.60,507.60,507.60,507.60,469.20,469.20,507.60,434.30,469.20,507.60,434.30,490.08
1931,663.57,689.50,689.50,689.50,689.50,575.50,689.50,689.50,689.50,689.50,689.50,646.90,646.90,689.50,646.90,575.50,689.50,689.50,685.96,689.50,689.50,689.50,646.90,689.50,689.50,664.52,671.87,575.50,575.50,689.50,689.50,689.50,689.50,689.50,689.50,646.90,646.90,689.50,689.50,689.50,689.50,646.90,689.50,689.50,689.50,646.90,665.00,689.50,689.50,646.90,689.50,646.90,689.50,689.50,689.50,689.50,689.50,689.50,689.50,689.50,646.90,646.90,689.50,575.50,646.90,689.50,575.50,662.25
1932,539.12,551.70,551.70,551.70,551.70,496.40,551.70,551.70,551.70,551.70,551.70,462.00,462.00,551.70,462.00,496.40,551.70,551.70,549.98,551.70,551.70,551.70,462.00,551.70,551.70,539.58,543.15,496.40,496.40,551.70,551.70,551.70,551.70,551.70,551.70,462.00,462.00,551.70,551.70,551.70,551.70,462.00,551.70,551.70,551.70,462.00,539.81,551.70,551.70,462.00,551.70,462.00,551.70,551.70,551.70,551.70,551.70,551.70,551.70,551.70,462.00,462.00,551.70,496.40,462.00,551.70,496.40,538.48
1933,479.67,504.60,504.60,504.60,504.60,395.00,504.60,504.60,504.60,504.60,504.60,455.60,455.60,504.60,455.60,395.00,504.60,504.60,501.19,504.60,504.60,504.60,455.60,504.60,504.60,480.59,487.65,395.00,395.00,504.60,504.60,504.60,504.60,504.60,504.60,455.60,455.60,504.60,504.60,504.60,504.60,455.60,504.60,504.60,504.60,455.60,481.04,504.60,504.60,455.60,504.60,455.60,504.60,504.60,504.60,504.60,504.60,504.60,504.60,504.60,455.60,455.60,504.60,395.00,455.60,504.60,395.00,478.40
1934,637.60,653.70,653.70,653.70,653.70,582.90,653.70,653.70,653.70,653.70,653.70,568.50,568.50,653.70,568.50,582.90,653.70,653.70,651.50,653.70,653.70,653.70,568.50,653.70,653.70,638.19,642.75,582.90,582.90,653.70,653.70,653.70,653.70,653.70,653.70,568.50,568.50,653.70,653.70,653.70,653.70,568.50,653.70,653.70,653.70,568.50,638.48,653.70,653.70,568.50,653.70,568.50,653.70,653.70,653.70,653.70,653.70,653.70,653.70,653.70,568.50,568.50,653.70,582.90,568.50,653.70,582.90,636.77
1935,408.35,422.20,422.20,422.20,422.20,361.30,422.20,422.20,422.20,422.20,422.20,388.40,388.40,422.20,388.40,361.30,422.20,422.20,420.31,422.20,422.20,422.20,388.40,422.20,422.20,408.86,412.78,361.30,361.30,422.20,422.20,422.20,422.20,422.20,422.20,388.40,388.40,422.20,422.20,422.20,422.20,388.40,422.20,422.20,422.20,388.40,409.11,422.20,422.20,388.40,422.20,388.40,422.20,422.20,422.20,422.20,422.20,422.20,422.20,422.20,388.40,388.40,422.20,361.30,388.40,422.20,361.30,407.64
1936,423.48,434.60,434.60,434.60,434.60,385.70,434.60,434.60,434.60,434.60,434.60,393.40,393.40,434.60,393.40,385.70,434.60,434.60,433.08,434.60,434.60,434.60,393.40,434.60,434.60,423.89,427.04,385.70,385.70,434.60,434.60,434.60,434.60,434.60,434.60,393.40,393.40,434.60,434.60,434.60,434.60,393.40,434.60,434.60,434.60,393.40,424.09,434.60,434.60,393.40,434.60,393.40,434.60,434.60,434.60,434.60,434.60,434.60,434.60,434.60,393.40,393.40,434.60,385.70,393.40,434.60,385.70,422.91
1937,348.63,358.30,358.30,358.30,358.30,315.80,358.30,358.30,358.30,358.30,358.30,336.30,336.30,358.30,336.30,315.80,358.30,358.30,356.98,358.30,358.30,358.30,336.30,358.30,358.30,348.99,351.73,315.80,315.80,358.30,358.30,358.30,358.30,358.30,358.30,336.30,336.30,358.30,358.30,358.30,358.30,336.30,358.30,358.30,358.30,336.30,349.16,358.30,358.30,336.30,358.30,336.30,358.30,358.30,358.30,358.30,358.30,358.30,358.30,358.30,336.30,336.30,358.30,315.80,336.30,358.30,315.80,348.14
1938,564.11,574.80,574.80,574.80,574.80,527.80,574.80,574.80,574.80,574.80,574.80,498.40,498.40,574.80,498.40,527.80,574.80,574.80,573.34,574.80,574.80,574.80,498.40,574.80,574.80,564.50,567.53,527.80,527.80,574.80,574.80,574.80,574.80,574.80,574.80,498.40,498.40,574.80,574.80,574.80,574.80,498.40,574.80,574.80,574.80,498.40,564.70,574.80,574.80,498.40,574.80,498.40,574.80,574.80,574.80,574.80,574.80,574.80,574.80,574.80,498.40,498.40,574.80,527.80,498.40,574.80,527.80,563.56
1939,465.58,483.00,483.00,483.00,483.00,406.40,483.00,483.00,483.00,483.00,483.00,459.90,459.90,483.00,459.90,406.40,483.00,483.00,480.62,483.00,483.00,483.00,459.90,483.00,483.00,466.22,471.16,406.40,406.40,483.00,483.00,483.00,483.00,483.00,483.00,459.90,459.90,483.00,483.00,483.00,483.00,459.90,483.00,483.00,483.00,459.90,466.53,483.00,483.00,459.90,483.00,459.90,483.00,483.00,483.00,483.00,483.00,483.00,483.00,483.00,459.90,459.90,483.00,406.40,459.90,483.00,406.40,464.69
1940,448.84,463.60,463.60,463.60,463.60,398.70,463.60,463.60,463.60,463.60,463.60,407.10,407.10,463.60,407.10,398.70,463.60,463.60,461.58,463.60,463.60,463.60,407.10,463.60,463.60,449.38,453.56,398.70,398.70,463.60,463.60,463.60,463.60,463.60,463.60,407.10,407.10,463.60,463.60,463.60,463.60,407.10,463.60,463.60,463.60,407.10,449.65,463.60,463.60,407.10,463.60,407.10,463.60,463.60,463.60,463.60,463.60,463.60,463.60,463.60,407.10,407.10,463.60,398.70,407.10,463.60,398.70,448.09
1941,419.92,429.40,429.40,429.40,429.40,387.70,429.40,429.40,429.40,429.40,429.40,418.90,418.90,429.40,418.90,387.70,429.40,429.40,428.10,429.40,429.40,429.40,418.90,429.40,429.40,420.26,422.95,387.70,387.70,429.40,429.40,429.40,429.40,429.40,429.40,418.90,418.90,429.40,429.40,429.40,429.40,418.90,429.40,429.40,429.40,418.90,420.44,429.40,429.40,418.90,429.40,418.90,429.40,429.40,429.40,429.40,429.40,429.40,429.40,429.40,418.90,418.90,429.40,387.70,418.90,429.40,387.70,419.43
1942,557.62,576.50,576.50,576.50,576.50,493.50,576.50,576.50,576.50,576.50,576.50,569.20,569.20,576.50,569.20,493.50,576.50,576.50,573.92,576.50,576.50,576.50,569.20,576.50,576.50,558.31,563.67,493.50,493.50,576.50,576.50,576.50,576.50,576.50,576.50,569.20,569.20,576.50,576.50,576.50,576.50,569.20,576.50,576.50,576.50,569.20,558.66,576.50,576.50,569.20,576.50,569.20,576.50,576.50,576.50,576.50,576.50,576.50,576.50,576.50,569.20,569.20,576.50,493.50,569.20,576.50,493.50,556.66
1943,474.64,485.60,485.60,485.60,485.60,437.40,485.60,485.60,485.60,485.60,485.60,459.80,459.80,485.60,459.80,437.40,485.60,485.60,484.10,485.60,485.60,485.60,459.80,485.60,485.60,475.04,478.15,437.40,437.40,485.60,485.60,485.60,485.60,485.60,485.60,459.80,459.80,485.60,485.60,485.60,485.60,459.80,485.60,485.60,485.60,459.80,475.24,485.60,485.60,459.80,485.60,459.80,485.60,485.60,485.60,485.60,485.60,485.60,485.60,485.60,459.80,459.80,485.60,437.40,459.80,485.60,437.40,474.08
1944,556.87,577.30,577.30,577.30,577.30,487.50,577.30,577.30,577.30,577.30,577.30,489.30,489.30,577.30,489.30,487.50,577.30,577.30,574.51,577.30,577.30,577.30,489.30,577.30,577.30,557.62,563.41,487.50,487.50,577.30,577.30,577.30,577.30,577.30,577.30,489.30,489.30,577.30,577.30,577.30,577.30,489.30,577.30,577.30,577.30,489.30,558.00,577.30,577.30,489.30,577.30,489.30,577.30,577.30,577.30,577.30,577.30,577.30,577.30,577.30,489.30,489.30,577.30,487.50,489.30,577.30,487.50,555.83
1945,371.65,380.70,380.70,380.70,380.70,340.90,380.70,380.70,380.70,380.70,380.70,361.20,361.20,380.70,361.20,340.90,380.70,380.70,379.46,380.70,380.70,380.70,361.20,380.70,380.70,371.98,374.55,340.90,340.90,380.70,380.70,380.70,380.70,380.70,380.70,361.20,361.20,380.70,380.70,380.70,380.70,361.20,380.70,380.70,380.70,361.20,372.14,380.70,380.70,361.20,380.70,361.20,380.70,380.70,380.70,380.70,380.70,380.70,380.70,380.70,361.20,361.20,380.70,340.90,361.20,380.70,340.90,371.19
1946,504.80,520.90,520.90,520.90,520.90,450.10,520.90,520.90,520.90,520.90,520.90,493.10,493.10,520.90,493.10,450.10,520.90,520.90,518.70,520.90,520.90,520.90,493.10,520.90,520.90,505.39,509.95,450.10,450.10,520.90,520.90,520.90,520.90,520.90,520.90,493.10,493.10,520.90,520.90,520.90,520.90,493.10,520.90,520.90,520.90,493.10,505.68,520.90,520.90,493.10,520.90,493.10,520.90,520.90,520.90,520.90,520.90,520.90,520.90,520.90,493.10,493.10,520.90,450.10,493.10,520.90,450.10,503.97
1947,216.75,226.10,226.10,226.10,226.10,185.00,226.10,226.10,226.10,226.10,226.10,220.00,220.00,226.10,220.00,185.00,226.10,226.10,224.82,226.10,226.10,226.10,220.00,226.10,226.10,217.09,219.74,185.00,185.00,226.10,226.10,226.10,226.10,226.10,226.10,220.00,220.00,226.10,226.10,226.10,226.10,220.00,226.10,226.10,226.10,220.00,217.27,226.10,226.10,220.00,226.10,220.00,226.10,226.10,226.10,226.10,226.10,226.10,226.10,226.10,220.00,220.00,226.10,185.00,220.00,226.10,185.00,216.27
